,AdID,Title,Type,YearBuilt,Link,Seller,Size,SalePrice,lastUpdate
0,6327522,BEGUNJE NA GORENJSKEM,Počitniški objekt,1989,/oglasi-prodaja/begunje-na-gorenjskem-pocitniski-objekt_6327522/,ABC nepremičnine d.o.o.,800.0,1300000.0,2021-03-08 13:11:31.457105
1,6141186,BENEDIKT,Stanovanje,2010,/oglasi-prodaja/benedikt-stanovanje_6141186/,"DUTB, d.d.",52.7,62900.0,2021-03-08 13:11:31.462092
2,6390803,"BEŽIGRAJSKI DVOR, PLAVA LAGUNA",Stanovanje,1974,/oglasi-prodaja/bezigrajski-dvor-plava-laguna-stanovanje_6390803/,"QUDOS, center nepremičnin d.o.o.",119.0,323000.0,2021-03-08 13:11:31.470070
3,6327267,BLED,Stanovanje,1984,/oglasi-prodaja/bled-stanovanje_6327267/,Adut nepremičnine d.o.o.,96.1,150000.0,2021-03-08 13:11:31.474059
4,6235186,BLED,Poslovni prostor,1800,/oglasi-prodaja/bled-poslovni-prostor_6235186/,K3 Kern d.o.o.,548.8,1100000.0,2021-03-08 13:11:31.479046
5,6387983,BODEŠČE,Hiša,1800,/oglasi-prodaja/bodesce-hisa_6387983/,Zasebna ponudba,300.0,290000.0,2021-03-08 13:11:31.483035
6,6320190,BREZOVICA PRI LJUBLJANI,Hiša,2007,/oglasi-prodaja/brezovica-pri-ljubljani-hisa_6320190/,ABC nepremičnine d.o.o.,495.0,399000.0,2021-03-08 13:11:31.491072
7,6272771,"BREZOVICA PRI LJUBLJANI, SREDIŠČE BREZOVICE",Posest,,/oglasi-prodaja/brezovica-pri-ljubljani-sredisce-brezovice-posest_6272771/,Dajč & Dajč d.o.o.,1529.0,185.0,2021-03-08 13:11:31.497995
8,6129674,BRITOF,Posest,,/oglasi-prodaja/britof-posest_6129674/,"DUTB, d.d.",21939.0,1950000.0,2021-03-08 13:11:31.503979
9,6389137,BRTONIGLA,Hiša,2021,/oglasi-prodaja/brtonigla-hisa_6389137/,Universum d.o.o.,233.0,380000.0,2021-03-08 13:11:31.508965
10,6389254,BRZAC,Hiša,2020,/oglasi-prodaja/brzac-hisa_6389254/,Alfa Elmas d.o.o. ,168.45,415000.0,2021-03-08 13:11:31.512954
11,6389036,BS 3,Stanovanje,1981,/oglasi-prodaja/bs-3-stanovanje_6389036/,Studio 68 d.o.o.,73.0,210000.0,2021-03-08 13:11:31.517942
12,6391861,"BTC, BALKON - DVIGALO - NOVA FASADA",Stanovanje,1978,/oglasi-prodaja/btc-balkon-dvigalo-nova-fasada-stanovanje_6391861/,VIN inženiring d.o.o.,61.2,243700.0,2021-03-08 13:11:31.522928
13,6391220,CELJE,Stanovanje,1954,/oglasi-prodaja/celje-stanovanje_6391220/,"Agenti Celje, AŽ&MB Nerad d.o.o.",85.0,150000.0,2021-03-08 13:11:31.526918
14,6383557,CELJE,Stanovanje,2021,/oglasi-prodaja/celje-stanovanje_6383557/,Borza nepremičnin d.o.o.,85.1,180320.0,2021-03-08 13:11:31.532939
15,6352479,CELJE,Hiša,2020,/oglasi-prodaja/celje-hisa_6352479/,Bajtiga poslovanje z nepremičninami d.o.o.,107.0,109000.0,2021-03-08 13:11:31.538886
16,6391479,CELJE,Hiša,,/oglasi-prodaja/celje-hisa_6391479/,KAPITOL posredovanje d.o.o.,450.0,1525000.0,2021-03-08 13:11:31.543872
17,6347977,"CELJE, CENTER - GLAZIJA",Stanovanje,2019,/oglasi-prodaja/celje-center-glazija-stanovanje_6347977/,"ANSITRA, nepremičnine d.o.o.",115.2,252337.5,2021-03-08 13:11:31.548859
18,6375238,"CELJE, CENTER - GLAZIJA",Stanovanje,2019,/oglasi-prodaja/celje-center-glazija-stanovanje_6375238/,"ANSITRA, nepremičnine d.o.o.",129.7,273355.0,2021-03-08 13:11:31.552848
19,6361444,"CELJE, HUDINJA",Stanovanje,2020,/oglasi-prodaja/celje-hudinja-stanovanje_6361444/,SGP Graditelj d.d.,56.4,137500.0,2021-03-08 13:11:31.556838
20,6357311,"CELJE, VRUNČEVA 1",Stanovanje,1955,/oglasi-prodaja/celje-vrunceva-1-stanovanje_6357311/,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",98.1,138800.0,2021-03-08 13:11:31.561824
21,6390447,ČIŽIĆI,Stanovanje,2015,/oglasi-prodaja/cizici-stanovanje_6390447/,Marvel Real Estate d.o.o.,58.0,132000.0,2021-03-08 13:11:31.567809
22,6269751,"ČRNOMELJ, ZADRUŽNA",Poslovni prostor,1995,/oglasi-prodaja/crnomelj-zadruzna-poslovni-prostor_6269751/,"Zavarovalnica Triglav, d.d.",571.0,350000.0,2021-03-08 13:11:31.571799
23,6391755,ČRNUČE,Stanovanje,2004,/oglasi-prodaja/crnuce-stanovanje_6391755/,Mreža nepremičnin d.o.o.,114.0,332000.0,2021-03-08 13:11:31.575788
24,6107925,"ČRNUČE, BRNČIČEVA ULICA 31",Poslovni prostor,2009,/oglasi-prodaja/crnuce-brnciceva-ulica-31-poslovni-prostor_6107925/,Salomon d.o.o. Ljubljana,722.8,790000.0,2021-03-08 13:11:31.581772
25,6389090,"DIVAČA, NA SEVERNEM ROBU NASELJA",Hiša,2010,/oglasi-prodaja/divaca-na-severnem-robu-naselja-hisa_6389090/,"Ruj nepremičnine, Jernej Suša, s.p.",180.0,125000.0,2021-03-08 13:11:31.585760
26,6387450,DOBRAVA PRI KONJICAH,Hiša,2021,/oglasi-prodaja/dobrava-pri-konjicah-hisa_6387450/,GEOSTAN Katja Leskovar s.p.,152.0,175000.0,2021-03-08 13:11:31.590747
27,6384740,DOBRAVA PRI STIČNI,Hiša,2020,/oglasi-prodaja/dobrava-pri-sticni-hisa_6384740/,TRG NEPREMIČNIN d.o.o.,152.9,259000.0,2021-03-08 13:11:31.594736
28,6356267,DOBRINJ,Hiša,2020,/oglasi-prodaja/dobrinj-hisa_6356267/,Vitus d.o.o.,101.07,295000.0,2021-03-08 13:11:31.599723
29,6348081,"DOBRINJ, ČIŽIĆI",Stanovanje,2008,/oglasi-prodaja/dobrinj-cizici-stanovanje_6348081/,Premium SM d.o.o.,64.0,112000.0,2021-03-08 13:11:31.603712
30,6327522,BEGUNJE NA GORENJSKEM,Počitniški objekt,1989,/oglasi-prodaja/begunje-na-gorenjskem-pocitniski-objekt_6327522/,ABC nepremičnine d.o.o.,800.0,1300000.0,2021-03-08 13:11:36.351950
31,6141186,BENEDIKT,Stanovanje,2010,/oglasi-prodaja/benedikt-stanovanje_6141186/,"DUTB, d.d.",52.7,62900.0,2021-03-08 13:11:36.355939
32,6390803,"BEŽIGRAJSKI DVOR, PLAVA LAGUNA",Stanovanje,1974,/oglasi-prodaja/bezigrajski-dvor-plava-laguna-stanovanje_6390803/,"QUDOS, center nepremičnin d.o.o.",119.0,323000.0,2021-03-08 13:11:36.360926
33,6327267,BLED,Stanovanje,1984,/oglasi-prodaja/bled-stanovanje_6327267/,Adut nepremičnine d.o.o.,96.1,150000.0,2021-03-08 13:11:36.364887
34,6235186,BLED,Poslovni prostor,1800,/oglasi-prodaja/bled-poslovni-prostor_6235186/,K3 Kern d.o.o.,548.8,1100000.0,2021-03-08 13:11:36.369870
35,6387983,BODEŠČE,Hiša,1800,/oglasi-prodaja/bodesce-hisa_6387983/,Zasebna ponudba,300.0,290000.0,2021-03-08 13:11:36.373860
36,6320190,BREZOVICA PRI LJUBLJANI,Hiša,2007,/oglasi-prodaja/brezovica-pri-ljubljani-hisa_6320190/,ABC nepremičnine d.o.o.,495.0,399000.0,2021-03-08 13:11:36.377849
37,6272771,"BREZOVICA PRI LJUBLJANI, SREDIŠČE BREZOVICE",Posest,,/oglasi-prodaja/brezovica-pri-ljubljani-sredisce-brezovice-posest_6272771/,Dajč & Dajč d.o.o.,1529.0,185.0,2021-03-08 13:11:36.382836
38,6129674,BRITOF,Posest,,/oglasi-prodaja/britof-posest_6129674/,"DUTB, d.d.",21939.0,1950000.0,2021-03-08 13:11:36.387823
39,6389137,BRTONIGLA,Hiša,2021,/oglasi-prodaja/brtonigla-hisa_6389137/,Universum d.o.o.,233.0,380000.0,2021-03-08 13:11:36.391812
40,6389254,BRZAC,Hiša,2020,/oglasi-prodaja/brzac-hisa_6389254/,Alfa Elmas d.o.o. ,168.45,415000.0,2021-03-08 13:11:36.396800
41,6389036,BS 3,Stanovanje,1981,/oglasi-prodaja/bs-3-stanovanje_6389036/,Studio 68 d.o.o.,73.0,210000.0,2021-03-08 13:11:36.400788
42,6391861,"BTC, BALKON - DVIGALO - NOVA FASADA",Stanovanje,1978,/oglasi-prodaja/btc-balkon-dvigalo-nova-fasada-stanovanje_6391861/,VIN inženiring d.o.o.,61.2,243700.0,2021-03-08 13:11:36.405774
43,6391220,CELJE,Stanovanje,1954,/oglasi-prodaja/celje-stanovanje_6391220/,"Agenti Celje, AŽ&MB Nerad d.o.o.",85.0,150000.0,2021-03-08 13:11:36.409763
44,6383557,CELJE,Stanovanje,2021,/oglasi-prodaja/celje-stanovanje_6383557/,Borza nepremičnin d.o.o.,85.1,180320.0,2021-03-08 13:11:36.413756
45,6352479,CELJE,Hiša,2020,/oglasi-prodaja/celje-hisa_6352479/,Bajtiga poslovanje z nepremičninami d.o.o.,107.0,109000.0,2021-03-08 13:11:36.418740
46,6391479,CELJE,Hiša,,/oglasi-prodaja/celje-hisa_6391479/,KAPITOL posredovanje d.o.o.,450.0,1525000.0,2021-03-08 13:11:36.422729
47,6347977,"CELJE, CENTER - GLAZIJA",Stanovanje,2019,/oglasi-prodaja/celje-center-glazija-stanovanje_6347977/,"ANSITRA, nepremičnine d.o.o.",115.2,252337.5,2021-03-08 13:11:36.427715
48,6375238,"CELJE, CENTER - GLAZIJA",Stanovanje,2019,/oglasi-prodaja/celje-center-glazija-stanovanje_6375238/,"ANSITRA, nepremičnine d.o.o.",129.7,273355.0,2021-03-08 13:11:36.432701
49,6361444,"CELJE, HUDINJA",Stanovanje,2020,/oglasi-prodaja/celje-hudinja-stanovanje_6361444/,SGP Graditelj d.d.,56.4,137500.0,2021-03-08 13:11:36.436690
50,6357311,"CELJE, VRUNČEVA 1",Stanovanje,1955,/oglasi-prodaja/celje-vrunceva-1-stanovanje_6357311/,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",98.1,138800.0,2021-03-08 13:11:36.441677
51,6390447,ČIŽIĆI,Stanovanje,2015,/oglasi-prodaja/cizici-stanovanje_6390447/,Marvel Real Estate d.o.o.,58.0,132000.0,2021-03-08 13:11:36.448659
52,6269751,"ČRNOMELJ, ZADRUŽNA",Poslovni prostor,1995,/oglasi-prodaja/crnomelj-zadruzna-poslovni-prostor_6269751/,"Zavarovalnica Triglav, d.d.",571.0,350000.0,2021-03-08 13:11:36.452685
53,6391755,ČRNUČE,Stanovanje,2004,/oglasi-prodaja/crnuce-stanovanje_6391755/,Mreža nepremičnin d.o.o.,114.0,332000.0,2021-03-08 13:11:36.457671
54,6107925,"ČRNUČE, BRNČIČEVA ULICA 31",Poslovni prostor,2009,/oglasi-prodaja/crnuce-brnciceva-ulica-31-poslovni-prostor_6107925/,Salomon d.o.o. Ljubljana,722.8,790000.0,2021-03-08 13:11:36.461663
55,6389090,"DIVAČA, NA SEVERNEM ROBU NASELJA",Hiša,2010,/oglasi-prodaja/divaca-na-severnem-robu-naselja-hisa_6389090/,"Ruj nepremičnine, Jernej Suša, s.p.",180.0,125000.0,2021-03-08 13:11:36.466611
56,6387450,DOBRAVA PRI KONJICAH,Hiša,2021,/oglasi-prodaja/dobrava-pri-konjicah-hisa_6387450/,GEOSTAN Katja Leskovar s.p.,152.0,175000.0,2021-03-08 13:11:36.471634
57,6384740,DOBRAVA PRI STIČNI,Hiša,2020,/oglasi-prodaja/dobrava-pri-sticni-hisa_6384740/,TRG NEPREMIČNIN d.o.o.,152.9,259000.0,2021-03-08 13:11:36.475586
58,6356267,DOBRINJ,Hiša,2020,/oglasi-prodaja/dobrinj-hisa_6356267/,Vitus d.o.o.,101.07,295000.0,2021-03-08 13:11:36.484591
59,6348081,"DOBRINJ, ČIŽIĆI",Stanovanje,2008,/oglasi-prodaja/dobrinj-cizici-stanovanje_6348081/,Premium SM d.o.o.,64.0,112000.0,2021-03-08 13:11:36.498561
